provider,code,message_zh,message_en,category,severity,solution
ecpay,10800001,觸發綠界風控,,payment,error,連續刷卡、可疑電話等；後台交易明細灰底表示扣款失敗（/5740）
ecpay,10200141,商店未開啟收款服務,,config,error,測試／正式環境金鑰混用，或正式環境未完成金流申請（/5740）
ecpay,10200146,此商店不支援信用卡分期,,config,error,分期服務未啟用（/5740）
ecpay,10300023,本次交易未提供任何付款方式,,config,error,MerchantID 錯誤，或收款審核未通過、服務未開通（/5740）
ecpay,10300024,資料驗證錯誤，請回到原廠商頁面重新操作,,payment,warning,消費者於簡訊驗證時返回上一頁再送出所致（/5740）
ecpay,5100070,建立訂單失敗：金額超出上下限或無可用付款方式,,api,error,例：1 元訂單只開 ATM；測試環境請用 2 元以上（/5740）
ecpay,5100071,建立訂單失敗：無權限使用,,config,error,服務未開通，請聯繫業務（/5740）
newebpay,SUCCESS,成功,Success,success,info,
newebpay,MPG01002,時間戳記不可空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01005,TokenTerm 不可空白/設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01008,分期參數設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01009,商店代號不可空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01010,程式版本設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01011,回傳規格設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01012,商店訂單編號不可空白/設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01013,付款人電子信箱設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01014,網址設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01015,訂單金額不可空白/設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01016,檢查碼不可空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01017,商品資訊不可空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01018,繳費有效期限設定錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01023,交易加密資料不可空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01024,交易加密SHA 資料不可空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01025,金融機構格式錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01026,金融機構格式錯誤，不接受XXX 參數,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01027,一銀維護中，請選擇其他金融機構,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01028,訂單細項格式錯誤,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG01029,訂單金額與訂單細項總金額不相符,,validation,error,Amt 須等於訂單細項總金額
newebpay,MPG01030,訂單細項品項編號不可重複,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02001,檢查碼錯誤,,auth,error,"TradeSha 錯誤：SHA256(""HashKey={key}&{TradeInfo}&HashIV={iv}"") 轉大寫；確認 HashKey/HashIV"
newebpay,MPG02002,查無商店開啟任何金流服務,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02003,支付方式未啟用，請洽客服中心,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02004,匯率時間戳記不存在，請確認,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02005,驗證資料錯誤(來源不合法),,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02006,信用卡收單機構系統發生異常，請洽客服中心,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02007,本商店強制指定需檢核轉出行，請先啟用智慧,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02008,SourceType 參數錯誤，本商店強制指定需檢核,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02009,不可修改銀行代號與帳號時，須提供指定轉帳,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG02010,此版本不支援，請升級至v2.3,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03001,FormPost 加密失敗,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03002,拒絕交易 IP,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03003,IP 交易次數限制,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03004,商店狀態已被暫停或是關閉，無法進行交易,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03005,回傳參數資料不存在/解密失敗,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03006,回傳參數資料不存在/解密失敗,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03007,該筆訂單交易資訊不存在，請重新交易,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03008,已存在相同的商店訂單編號,,system,error,MerchantOrderNo 不可重複
newebpay,MPG03009,交易失敗,,system,error,交易失敗，依 Message 判斷原因
newebpay,MPG03010,驗證資料不存在或錯誤,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG03011,訂單資料已不存在，請重新交易,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05001,未有信用卡驗證資料,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05002,信用卡卡號長度不足,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05003,此信用卡不支援一次付清，請改用可一次付清,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05004,發卡行暫時無法提供信用卡分期付款服務,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05005,警示交易,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05006,物流設定參數[LgsType]錯誤,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05007,請開啟其他支付方式,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05008,因金額限制關係，無法使用物流服務,,payment,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10001,商店資料取得失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10003,金額必須為數字,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10008,資料加密錯誤,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10009,商店代號不可空白,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10012,商店代號停用,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10013,商店信用卡資格停用,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10015,網路連線失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10018,資料不足,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10021,查無該筆交易或該筆交易不為信用卡交易,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10026,此訂單非授權成功狀態，不可請款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10027,此訂單已申請過請款，不可重覆請款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10028,請退款金額超過授權金額，請確認,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10029,請款超過授權日N 天，已不得請(退)款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10030,請款/退款資料新增失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10031,銀聯卡交易只接受全額請退款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10032,單號類型只能為數字1 或2,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10033,選擇使用商店自訂單號不可空白,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10035,該交易非授權成功或已請款完成狀態，請確認,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10036,RespondType 欄位資料格式錯誤,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10037,商家自訂單號錯誤，只允許英數字及_符號,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10038,選擇使用系統單號格式錯誤,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10039,退款金額已超過請款金額，請確認,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10041,網址格式錯誤,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10045,該筆交易正在退款中或退款失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10046,該筆交易撥款狀態異常，無法執行退款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10047,該交易不為授權成功狀態，不可放棄授權,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10048,該交易正在請款狀態,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10049,該交易正在退款狀態,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10050,金額不符,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10051,取消授權失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10054,檢查碼CheckValue 有錯誤,,request,error,"CheckValue 錯誤：SHA256(""IV={iv}&Amt=..&MerchantID=..&MerchantOrderNo=..&Key={key}"") 轉大寫"
newebpay,TRA10058,動態貨幣轉換交易只接授全額請款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10070,銀聯卡交易無需請款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10071,因查無交易資料次數已達上限，已鎖定交易查,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10077,只能退未撥金額,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10094,資料取消失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10095,此筆交易已過關帳時間，不可取消,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10678,銀聯卡退款失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10675,紅利交易只接授全額請退款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA10702,因達到執行請退款筆數上限，您的商店暫時無,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA11002,因失敗過多您的商店暫時無法使用本功能,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA20001,金融機構取消授權批次處理中,,request,info,非錯誤：取消授權需由金融機構批次處理，稍後以查詢確認
newebpay,TRA20002,查無交易資料,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA20004,商店訂單編號重覆,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA20011,該筆交易已請款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA20027,此訂單已申請過退款，退款中,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA20028,可退款金額不足，請查看常見問題 https://,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,TRA40014,TimeStamp 欄位錯誤,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MPG05009,超商取貨服務未啟用[服務型態]請洽客服中心,,payment,error,服務型態：取貨付款、取貨不付款；見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,ACC10005,會員已被暫時停權/永久停權，請洽藍新金流客服中心查詢,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MEM40008,必填欄位資料不可空白,,validation,error,會提示空白欄位；見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MEM40012,必填欄位資料傳遞錯誤,,validation,error,PostData_ 空白；見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MEM40013,必填欄位資料不齊全,,validation,error,會提示空白欄位；見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,MEM40014,傳送時間錯誤,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,NOR1001,連線異常,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1101,退款失敗,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1102,查無商店,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1103,查無訂單資料,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1104,訂單狀態不為可請/退款狀態,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1105,可退金額不足,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1106,錢包類型不符,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1107,尚未請款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1108,僅支援全額退款,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1109,退款交易申請中，請稍後,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1110,商店支付方式未啟用,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1111,查詢商店閘道設定，查無資料,,request,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,1116,可退款金額不足,,request,error,見 https://www.newebpay.com/website/Page/content/faq；見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,2100,最低金額為 1,,validation,error,The Amount minimum is 1；見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,4101,EncryptData_ 不可為空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,4102,HashData_ 不可為空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,4103,HashData_ 資料檢查不符合,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,4104,加密資料有誤，請確認 Hash_Key 與 Hash_IV 是否正確,,auth,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,4105,TimeStamp 為空,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,4106,UID_ 不可為空白,,validation,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,9000,網路連線失敗,,system,error,見藍新規格書 NDNF-1.2.5 錯誤代碼表
newebpay,NOR10001,連線異常,,system,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10001,商店資料取得失敗,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10002,資料解密錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10003,POST 資料傳遞錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10004,OOO 資料不齊全 (OOO 帶入缺少參數),,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10005,資料不可空白,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10006,商品名稱不得含有 JavaScript 語法、CSS 語法,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10007,委託金額格式不對，金額必須為數字 委託金額超過單筆金額上限,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10008,委託金額不能為零。 本 API 限定為線上商店使用，如需使用請洽客服人員。,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10009,"週期設定錯誤! (W=週,M=月,Y=年)",,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10010,商店訂單編號錯誤，只允許英數與底線,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10011,商店訂單編號長度限制為 30 字,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10012,回傳格式錯誤，只接受 JSON 或 String,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10013,日期授權時間資料不正確，日期格式為 2 到 364 週期授權時間資料不正確，日期格式為 1 到 7(長度不符),,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10014,週期授權時間資料不正確，日期格式為 1 到 7(長度不符),,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10015,月期授權時間資料不正確，日期格式為 01 到 31,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10016,月期授權時間資料不正確，日期格式為 01 到 31(長度不符),,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10017,年期授權時間資料不正確，日期格式為 01 到 12,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10018,年期授權時間資料不正確，日期格式為 01 到 31,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10019,定期授權時間資料不正確，無該日期,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10020,首期授權模式設定錯誤(1-3)，請檢查,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10021,備註說明不得含有 JavaScript 語法、CSS 語法,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10022,授權期數格式不對，必須為數字,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10023,授權期數不能為零,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10024,授權期數不能多於 99 次,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10025,返回商店網址格式錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10026,每期授權通知網址格式錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10027,是否開啟付款人資訊設定錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10028,付款人電子信箱格式錯誤 商品名稱僅限制使用中文、英文、數字、空格及底線，請勿使用其他符 號字,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10029,商店代號停用,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10030,商店信用卡資格停用,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10031,商店定期定額資格停用,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10032,該訂單編號已重覆,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10033,寫入委託單失敗,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10034,授權失敗，委託單建立失敗,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10035,委託單更新授權結果失敗,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10036,驗證資料錯誤(來源不合法),,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10037,付款頁參數不足,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10038,商品名稱僅限制使用中文、英文、數字、空格及底線，請勿使用其他符 號字元,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10041,第一期發動日日期不正確,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10061,該定期定額委託單為暫停狀態，無法重複暫停,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10062,該定期定額委託單為終止狀態，無法暫停,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10063,該定期定額委託單為啟用狀態，無法重複啟用,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10064,該定期定額委託單為終止狀態，無法啟用,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10065,該定期定額委託單為終止狀態，無法重複終止,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10066,Version 參數錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10067,查無委託單資料,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10068,委託單狀態更新失敗,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10071,該定期定額委託單已暫停無法修改。,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10072,定期定額委託單為終止狀態無法修改。,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10073,此 IP 不允許執行變更該委託單狀態,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10074,本 API 需由藍新金流審核通過後才得以使用 ， 若有串接需求請聯繫客戶 服務中心或商務經理。,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10075,該委託單已到期,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10076,信用卡到期日參數錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,PER10078,警示交易,,request,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
newebpay,TRA10043,卡片到期日格式錯誤,,validation,error,見藍新規格書 NDNP-1.0.8（信用卡定期定額）錯誤代碼表
payuni,SUCCESS,成功,,success,info,Status 值；見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）
payuni,UNKNOWN,等待授權結果逾期,,payment,warning,Status 值；見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）
payuni,UNAPPROVED,訂單待確認，買家會員資格審查中（AFTEE）,,payment,warning,Status 值；見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）
payuni,OK,AFTEE 審核通過（不代表付款成功）,,payment,info,Status 值；見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）
payuni,FAIL,失敗（退款轉匯通知）,,refund,error,Status 值；見 PAYUNi 官方文件（docs.payuni.com.tw/web/#/7）
